the_geom,OBJECTID,CNN,ST_NAME1,ST_TYPE1,CNNTEXT,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE
POINT (-122.391924722436 37.774685309117),3430,50385000,04TH,ST,50385000,CHANNEL,ST,,,,,2180,0,0,0,4,264281,22,0,0,,,,
POINT (-122.399517325567 37.736969342566),2002,20747000,REVERE,AVE,20747000,RANKIN,ST,,,,,387,0,0,0,10,118050,908,0,0,,,,
POINT (-122.483117458595 37.719113962664),820,23098000,ARBALLO,DR,23098000,SERRANO,DR,,,,,661,1,0,0,4,719642,1774,0,0,,,,
POINT (-122.429007200807 37.735490199445),2074,33378000,SAINT MARYS,AVE,33378000,ARLINGTON,ST,,,,,1192,0,0,0,8,78429,1295,0,0,,,,
POINT (-122.505375733529 37.737072795746),1955,23494000,CUTLER,AVE,23494000,47TH,AVE,,,,,2532,0,0,0,4,349747,778,0,0,,,,
POINT (-122.453815098455 37.736681509843),1905,22402000,SHERWOOD,CT,22402000,DALEWOOD,WAY,LANSDALE,AVE,MYRA,WAY,167,0,0,0,3,126631,877,0,0,,,,
POINT (-122.449780299662 37.778281950846),6033,26464000,TURK,BLVD,26464000,ROSELYN,TER,,,,,3945,1,0,1,8,483087,1390,0,0,,,,
POINT (-122.407643127336 37.80350333545),5290,25371000,LOMBARD,ST,25371000,CHILD,ST,,,,,4537,0,0,1,3,231065,4157,0,0,,,,
POINT (-122.456394996523 37.798381814871),6526,51269000,PRESIDIO,BLVD,51269000,FUNSTON,AVE,,,,,497,0,0,0,4,195142,40,0,0,,,,
POINT (-122.423443967075 37.74170014014),2205,21328000,KINGSTON,ST,21328000,SAN JOSE,AVE,,,,,705,0,0,0,11,1145432,2267,0,0,,,,
POINT (-122.420576498354 37.729390111375),1231,21004000,SUNGLOW,LN,21004000,GLADSTONE,DR,,,,,677,0,0,0,36,27218,1206,0,0,,,,
POINT (-122.399971950726 37.793214049387),6055,24675000,BATTERY,ST,24675000,CALIFORNIA,ST,,,,,15490,0,1,1,6,43317627,952,0,0,,,,
POINT (-122.462346460776 37.747781642154),2798,22895000,PACHECO,ST,22895000,CASTENADA,AVE,,,,,293,0,0,0,4,135509,708,1,14.760000229999999,,,,
POINT (-122.495401085465 37.763394508971),8043,32867000,SUNSET,BLVD,32867000,36TH,AVE,,,,,1031,0,0,0,20,248748,967,0,0,,,,
POINT (-122.453390834009 37.71777282112),541,22195000,JOSIAH,AVE,22195000,LAKEVIEW,AVE,,,,,399,0,0,0,11,103793,1320,0,0,,,,
POINT (-122.442201099141 37.771575979988),5998,26325000,PAGE,ST,26325000,LYON,ST,,,,,3452,0,0,0,5,210189,2510,0,0,,,,
POINT (-122.399811237842 37.788012107422),3722,24597000,MISSION,ST,24597000,02ND,ST,,,,,36063,0,1,1,14,14614491,80,3,0.41,,,,
POINT (-122.430086836375 37.770248008278),6884,25894000,FILLMORE,ST,25894000,HERMANN,ST,,,,,879,0,0,0,21,545521,3475,1,3.67000008,,,,
POINT (-122.451908205645 37.716982444472),367,21600000,LAKEVIEW,AVE,21600000,MAJESTIC,AVE,,,,,1166,0,0,0,14,101260,1182,0,0,,,,
POINT (-122.481783295025 37.737785606374),2323,23230000,25TH,AVE,23230000,ROSEMARY,CT,,,,,365,0,0,0,4,18932,727,0,0,,,,
POINT (-122.419824114008 37.741838495582),2214,21316000,PROSPECT,AVE,21316000,HEYMAN,AVE,,,,,261,0,0,0,11,93682,2199,0,0,,,,
POINT (-122.390901028901 37.710370174408),278,33210000,EXECUTIVE PA,BLVD,33210000,HARNEY,WAY,,,,,722,0,1,0,14,167374,785,0,0,,,,
POINT (-122.402802880234 37.801247119772),4068,24833000,SANSOME,ST,24833000,UNION,ST,,,,,23828,0,0,1,11,9191,2387,0,0,,,,
POINT (-122.411943160677 37.792649451031),4413,30047000,SPROULE,LN,30047000,SACRAMENTO,ST,,,,,471,0,0,0,26,695829,7789,0,0,,,,
POINT (-122.463512912475 37.714305716146),403,22496000,RANDOLPH,ST,22496000,BRIGHT,ST,,,,,292,0,0,0,11,135327,1221,2,29.559999470000001,,,,
POINT (-122.429960686497 37.74189503543),2229,21908000,HARPER,ST,21908000,30TH,ST,,,,,613,0,0,0,12,95512,1859,0,0,,,,
POINT (-122.417678871379 37.792342877314),4402,25259000,HYDE,ST,25259000,TROY,ALY,,,,,4297,0,1,0,14,164503,6907,0,0,,,,
POINT (-122.418204192196 37.733989178015),1854,21198000,BENTON,AVE,21198000,PORTER,ST,,,,,1588,0,0,0,4,125900,1350,0,0,,,,
POINT (-122.458839971403 37.790788736091),7740,51556000,ARGUELLO,BLVD,51556000,FINLEY,RD,,,,,480,0,0,0,35,255479,40,0,0,,,,
POINT (-122.472186842341 37.778732961786),4835,27475000,PARK PRESIDI,BLVD,27475000,ANZA,ST,,,,,1813,0,0,0,3,1044345,1824,1,1.91999996,,,,
POINT (-122.41627872238 37.752377730681),3339,24063000,SOUTH VAN NE,AVE,24063000,24TH,ST,,,,,3341,0,1,0,3,6174489,2898,3,0.97000003,,,,
POINT (-122.410539757716 37.757543666273),5718,23995000,21ST,ST,23995000,FLORIDA,ST,,,,,2994,0,0,0,3,509770,2133,0,0,,,,
POINT (-122.405350203473 37.789321257647),5823,24663000,TILLMAN,PL,24663000,GRANT,AVE,,,,,14780,0,0,1,6,4302263,2304,0,0,,,,
POINT (-122.401500795406 37.794844445644),6188,24703000,SANSOME,ST,24703000,CLAY,ST,,,,,8963,0,1,1,41,19609406,1942,2,0.2,,,,
POINT (-122.490413837514 37.753631649657),3185,27679000,32ND,AVE,27679000,NORIEGA,ST,,,,,217,0,0,1,3,845137,1189,2,4.73000002,,,,
POINT (-122.498306411746 37.758892548804),3661,27784000,39TH,AVE,27784000,KIRKHAM,ST,,,,,627,0,0,0,10,267459,1345,0,0,,,,
POINT (-122.463888748076 37.775373908108),4752,27270000,06TH,AVE,27270000,CABRILLO,ST,,,,,733,0,0,1,9,304242,922,0,0,,,,
POINT (-122.509394847867 37.760276622529),4559,27959000,LA PLAYA,0,27959000,JUDAH,ST,,,,,6232,0,0,0,11,348466,740,1,5.73999977,,,,
POINT (-122.423366643829 37.709255889008),264,21359000,WALBRIDGE,ST,21359000,GENEVA,AVE,CARTER,ST,,,493,0,1,0,10,95607,721,0,0,,,,
POINT (-122.470287000519 37.759257712412),3650,27163000,FUNSTON,AVE,27163000,LURLINE,ST,,,,,1773,0,0,0,6,148969,1708,0,0,,,,
POINT (-122.430058216358 37.80352276468),6093,26727000,BAY,ST,26727000,OCTAVIA,ST,,,,,1529,0,0,1,16,1680369,2941,1,1.19000006,,,,
POINT (-122.386581506071 37.75032998674),2944,23534000,ILLINOIS,ST,23534000,CESAR CHAVEZ,ST,,,,,2335,0,1,0,8,1086669,4,0,0,,,,
POINT (-122.455786454925 37.789774621752),6692,27573000,MAPLE,ST,27573000,JACKSON,ST,,,,,573,0,0,0,4,146198,992,0,0,,,,
POINT (-122.437006014963 37.710750646335),15,21420000,MUNICH,ST,21420000,DRAKE,ST,,,,,563,0,0,0,8,133564,1159,0,0,,,,
POINT (-122.436142181417 37.775210874252),3692,26052000,SCOTT,ST,26052000,HAYES,ST,,,,,497,0,0,1,19,308211,3548,0,0,,,,
POINT (-122.440430948924 37.717249557329),373,22047000,AMAZON,AVE,22047000,MISSION,ST,,,,,541,0,0,0,8,1081817,1436,0,0,,,,
POINT (-122.391810361719 37.731648488143),1436,20500000,SHAFTER,AVE,20500000,03RD,ST,,,,,868,0,1,0,2,4029656,1279,0,0,,,,
POINT (-122.450535014546 37.768597669122),7568,26413000,COLE,ST,26413000,WALLER,ST,,,,,3037,0,0,0,8,543470,2986,0,0,,,,
POINT (-122.459400838162 37.788410160135),5820,27575000,PRESIDIO,TER,27575000,WASHINGTON,ST,ARGUELLO,BLVD,,,644,0,0,0,6,159364,1495,0,0,,,,
POINT (-122.392563788804 37.767682738675),6492,54102000,FIFTH,ST,54102000,CAMPUS,WAY,,,,,1109,1,0,0,0,708201,14,0,0,,,,
POINT (-122.411498195267 37.72292037802),788,20876000,COLBY,ST,20876000,WOOLSEY,ST,,,,,326,0,0,0,13,134335,686,0,0,,,,
POINT (-122.504829584225 37.775377390328),5587,27983000,BALBOA,ST,27983000,44TH,AVE,,,,,93929,0,0,0,10,181082,736,1,11.039999959999999,,,,
POINT (-122.472459395333 37.760034146173),3891,27351000,KIRKHAM,ST,27351000,15TH,AVE,,,,,35,0,0,0,8,27650,1745,0,0,,,,
POINT (-122.402387564923 37.794775876234),6184,24754000,CLAY,ST,24754000,LEIDESDORFF,ST,,,,,21370,0,0,1,10,5860438,2262,0,0,,,,
POINT (-122.441361758203 37.784111493354),7140,26806000,BRODERICK,ST,26806000,POST,ST,,,,,2571,0,0,0,7,1149154,2113,0,0,,,,
POINT (-122.475809784876 37.759884372933),3538,27363000,KIRKHAM,ST,27363000,18TH,AVE,,,,,1431,0,0,1,7,232438,1564,0,0,,,,
POINT (-122.431255088878 37.73836188639),1961,21950000,EVERSON,ST,21950000,DIGBY,ST,,,,,999,0,0,1,12,175850,1617,0,0,,,,
POINT (-122.476148641482 37.798550851598),7350,51366000,HITCHCOCK,ST,51366000,HARRISON,BLVD,,,,,73,0,0,0,3,131274,55,0,0,,,,
POINT (-122.462278111648 37.721699923019),988,22615000,ASHTON,AVE,22615000,HOLLOWAY,AVE,,,,,593,0,0,0,2,149638,1238,0,0,,,,
POINT (-122.412252602026 37.73700451034),2018,21073000,TOMPKINS,AVE,21073000,PRENTISS,ST,,,,,684,0,0,0,11,132354,1616,0,0,,,,
POINT (-122.448878677182 37.795118892436),7247,51199000,RAWLES,ST,51199000,SHAFTER,RD,,,,,288,0,0,0,9,38447,477,0,0,,,,
POINT (-122.459191988347 37.785686633644),3962,27566000,CALIFORNIA,ST,27566000,ARGUELLO,BLVD,,,,,475,0,0,0,9,1272236,2318,1,1.57000005,,,,
POINT (-122.418151784682 37.777975608073),7458,24438000,LECH WALESA,ST,24438000,POLK,ST,,,,,12079,0,0,1,3,2229587,1358,0,0,,,,
POINT (-122.436549978522 37.730453984566),1611,21810000,THERESA,ST,21810000,SAN JOSE,AVE,,,,,732,0,0,0,3,136288,1237,0,0,,,,
POINT (-122.40341366969 37.730663294208),4236,20645000,BAY SHORE,BLVD,20645000,CARROLL,AVE,THORNTON,AVE,,,4027,0,0,0,2,379147,1156,0,0,,,,
POINT (-122.433660342821 37.787955216774),4766,26609000,FILLMORE,ST,26609000,PINE,ST,,,,,1205,0,1,0,3,3946475,2976,4,2.02999997,,,,
POINT (-122.388010289132 37.746623743503),2911,33117000,QUINT,ST,33117000,ARTHUR,AVE,,,,,267,0,0,0,13,259084,1,0,0,,,,
POINT (-122.414855104636 37.760503815298),6034,24123000,FOLSOM,ST,24123000,19TH,ST,,,,,5310,0,1,0,1,1137564,1519,1,1.75999999,,,,
POINT (-122.485189492826 37.755734773924),4871,27402000,27TH,AVE,27402000,MORAGA,ST,,,,,526,0,0,1,7,299560,1417,0,0,,,,
POINT (-122.459940007819 37.737120258077),2126,28163000,ROBINHOOD,DR,28163000,LANSDALE,AVE,,,,,9517,0,0,0,4,135361,708,0,0,,,,
POINT (-122.403419730405 37.769812044677),4216,33620000,08TH,ST,33620000,DIVISION,ST,,,,,397,0,0,0,1,1237955,43,0,0,,,,
POINT (-122.398569109803 37.736438019128),1750,20742000,REVERE,AVE,20742000,SILVER,AVE,,,,,662,0,0,0,4,212524,1076,0,0,,,,
POINT (-122.397393701554 37.786598743258),7927,24538000,MALDEN,ALY,24538000,TEHAMA,ST,,,,,33337,0,0,1,2,2404427,627,0,0,,,,
POINT (-122.481973473533 37.755876730128),4877,27389000,24TH,AVE,27389000,MORAGA,ST,,,,,1485,0,0,0,4,308209,1565,0,0,,,,
POINT (-122.479396199711 37.780339630299),6564,27505000,GEARY,BLVD,27505000,20TH,AVE,,,,,512,0,1,0,10,5736863,2621,2,0.69999999,,,,
POINT (-122.387394949176 37.734828325392),1884,20205000,MCKINNON,AVE,20205000,LANE,ST,,,,,415,0,0,0,4,113590,1245,0,0,,,,
POINT (-122.451878946845 37.76938360494),6844,26430000,SHRADER,ST,26430000,HAIGHT,ST,,,,,3598,0,0,0,16,1505074,2609,1,1.33000004,,,,
POINT (-122.432660544526 37.734545786956),1661,21935000,CHENERY,ST,21935000,CARRIE,ST,UNNAMED 026,0,,,1236,0,0,0,4,54680,1370,0,0,,,,
POINT (-122.469811458665 37.71428661953),4638,22543000,19TH,AVE,22543000,RANDOLPH,ST,BYXBEE,ST,,,462,0,0,0,11,222021,1357,0,0,,,,
POINT (-122.405628479783 37.778510050479),7477,23941000,06TH,ST,23941000,FOLSOM,ST,,,,,1491,0,1,1,4,6595901,2166,3,0.91000003,,,,
POINT (-122.461263742323 37.723647250119),998,22611000,DE MONTFORT,AVE,22611000,JULES,AVE,,,,,392,1,0,0,8,549111,1261,0,0,,,,
POINT (-122.408042439232 37.802867771037),5050,25378000,GRANT,AVE,25378000,EDITH,ST,,,,,3746,0,0,1,15,550580,4321,0,0,,,,
POINT (-122.498727552672 37.780172291061),6756,32836000,38TH,AVE,32836000,UNNAMED 010,0,,,,,414,0,0,0,7,192847,1625,0,0,,,,
POINT (-122.453178008968 37.767311835848),6723,26428000,STANYAN,ST,26428000,BEULAH,ST,,,,,4314,1,1,0,12,1003677,2395,0,0,,,,
POINT (-122.48479089732 37.718575820102),454,23109000,HIGUERA,AVE,23109000,VIDAL,DR,,,,,1037,1,0,1,8,657635,1297,0,0,,,,
POINT (-122.388143713218 37.716303158245),516,20011000,GIANTS,DR,20011000,INGERSON,AVE,,,,,1231,0,0,0,9,166053,278,0,0,,,,
POINT (-122.41114685785 37.793388594036),5113,25079000,MALVINA,PL,25079000,DAWSON,PL,MASON,ST,,,7773,0,0,1,6,281654,7780,0,0,,,,
POINT (-122.440616746822 37.712651089004),5398,21471000,POPE,ST,21471000,MORSE,ST,,,,,315,0,0,1,11,98848,1524,0,0,,,,
POINT (-122.432930795361 37.79268485905),4583,26650000,WEBSTER,ST,26650000,JACKSON,ST,,,,,1116,0,0,1,2,458554,3038,0,0,,,,
POINT (-122.449993382139 37.786139852015),7445,26919000,LAUREL,ST,26919000,MAYFAIR,DR,,,,,423,0,0,0,10,1099077,1743,0,0,,,,
POINT (-122.502204244991 37.753111166898),5210,27767000,NORIEGA,ST,27767000,43RD,AVE,,,,,802,0,0,0,5,351925,1308,0,0,,,,
POINT (-122.440811369975 37.798329360642),6502,26966000,GREENWICH,ST,26966000,SCOTT,ST,,,,,361,0,1,0,10,224238,3174,0,0,,,,
POINT (-122.494476589794 37.734815708817),1747,23365000,37TH,AVE,23365000,YORBA,ST,,,,,276,0,0,0,3,324830,869,0,0,,,,
POINT (-122.391612614907 37.717531100464),342,33227000,JAMESTOWN,AVE,33227000,HAWES,ST,,,,,1104,0,0,0,5,61729,3,0,0,,,,
POINT (-122.436150911818 37.749566968751),2946,25758000,25TH,ST,25758000,DIAMOND,ST,,,,,2421,0,0,0,7,209121,1964,0,0,,,,
POINT (-122.43787421836 37.74463923499),4978,22037000,DOUGLASS,ST,22037000,28TH,ST,,,,,554,0,0,0,12,96484,1439,0,0,,,,
POINT (-122.412856560927 37.73080224862),1606,20925000,HALE,ST,20925000,BOWDOIN,ST,,,,,637,0,0,0,19,148292,1229,0,0,,,,
POINT (-122.482027301248 37.734424777196),7934,23219000,SLOAT,BLVD,23219000,26TH,AVE,,,,,618,0,0,0,8,313315,641,1,6.38000011,,,,
POINT (-122.403593093787 37.788432207571),4765,24648000,KEARNY,ST,24648000,MAIDEN,LN,,,,,19820,0,0,1,7,2732876,640,0,0,,,,
POINT (-122.408666488907 37.735696211749),7936,52016000,SAUL,ST,52016000,CASE,ST,,,,,504,0,0,0,11,352739,777,0,0,,,,
POINT (-122.477263414418 37.791529140083),4410,51776000,PERSHING,DR,51776000,KEARNY,LN,,,,,1224,0,0,0,10,182173,308,0,0,,,,
POINT (-122.43657051613 37.785672727861),7324,26626000,SUTTER,ST,26626000,PIERCE,ST,,,,,4069,0,0,0,2,544480,2264,0,0,,,,
POINT (-122.4757531934 37.720010286614),7288,33490000,GONZALEZ,DR,33490000,SERRANO,DR,CRESPI,DR,,,1070,1,0,0,4,717508,1182,0,0,,,,
POINT (-122.481291652796 37.761516608064),5325,27412000,23RD,AVE,27412000,JUDAH,ST,,,,,1394,0,0,0,6,338567,1993,0,0,,,,
POINT (-122.47703711234 37.746737455574),2690,23203000,RIVERA,ST,23203000,20TH,AVE,,,,,103,0,0,1,7,265089,1253,0,0,,,,
POINT (-122.407746835816 37.709594981679),267,20341000,SUNNYDALE,AVE,20341000,PEABODY,ST,,,,,1872,0,0,0,3,292274,807,0,0,,,,
POINT (-122.467815819581 37.754631304571),3292,27125000,11TH,AVE,27125000,NORIEGA,ST,,,,,2406,0,0,0,2,144604,1070,0,0,,,,
POINT (-122.391546512194 37.751339419623),4341,51830000,IOWA,ST,51830000,26TH,ST,,,,,3855,0,0,0,9,225694,297,0,0,,,,
POINT (-122.412911976375 37.762878169559),5546,24052000,HARRISON,ST,24052000,MARIPOSA,ST,,,,,3458,0,0,1,3,298296,413,0,0,,,,
POINT (-122.376651239608 37.732501068934),1479,33138000,INNES,AVE,33138000,HUNTERS POIN,BLVD,,,,,138,0,0,0,11,357424,375,0,0,,,,
POINT (-122.41455883079 37.740351820372),2289,21087000,ELLSWORTH,ST,21087000,EUGENIA,AVE,,,,,670,0,0,0,9,148384,1706,0,0,,,,
POINT (-122.467266362041 37.762132918062),6144,27148000,JUDAH,ST,27148000,10TH,AVE,,,,,571,1,1,0,2,613501,2736,0,0,,,,
POINT (-122.439127154257 37.781525296162),7575,26800000,ELLIS,ST,26800000,DIVISADERO,ST,,,,,2118,0,0,1,12,679052,1879,2,5.88999987,,,,
POINT (-122.401888325014 37.726969700699),7181,20610000,BAY SHORE,BLVD,20610000,FITZGERALD,AVE,,,,,706,0,0,0,6,364942,892,0,0,,,,
POINT (-122.400671234857 37.713062911534),121,20296000,TUNNEL,AVE,20296000,BAY SHORE,BLVD,,,,,499,0,1,0,17,658257,908,0,0,,,,
POINT (-122.442943800888 37.755483931587),8120,26107000,ROMAIN,ST,26107000,CORBETT,AVE,,,,,370,0,1,0,24,240822,2321,0,0,,,,
POINT (-122.459577728423 37.755938623254),4711,27052000,DEVONSHIRE,WAY,27052000,CRESTMONT,DR,,,,,1448,0,0,0,3,140432,932,0,0,,,,
POINT (-122.385300200401 37.730795758209),4233,20140000,PALOU,AVE,20140000,JENNINGS,ST,,,,,391,0,0,0,2,71414,1318,0,0,,,,
POINT (-122.437470749405 37.731594734179),1382,21815000,MONTEREY,BLVD,21815000,ACADIA,ST,,,,,669,0,0,0,23,148643,1203,0,0,,,,
POINT (-122.464647440703 37.723147616378),704,22704000,URBANO,DR,22704000,VICTORIA,ST,,,,,512,0,0,0,9,227316,957,0,0,,,,
POINT (-122.429170134995 37.752354260473),3352,25652000,BLANCHE,ST,25652000,ELIZABETH,ST,,,,,1277,0,0,1,27,1086169,2479,0,0,,,,
POINT (-122.504869948813 37.76047672796),3786,27946000,45TH,AVE,27946000,JUDAH,ST,,,,,731,0,0,0,6,320030,1265,0,0,,,,
POINT (-122.428678345069 37.764512555382),8044,25726000,CHURCH,ST,25726000,16TH,ST,,,,,7094,0,0,0,9,1847332,3236,0,0,,,,
POINT (-122.396666620231 37.767830102533),6705,23789000,07TH,ST,23789000,HUBBELL,ST,,,,,5981,1,0,0,2,758030,273,0,0,,,,
POINT (-122.425807682265 37.751808393302),3110,25618000,MERSEY,ST,25618000,24TH,ST,,,,,1418,0,1,0,8,231305,3033,0,0,,,,
POINT (-122.475131784122 37.765549363613),5646,27362000,LINCOLN,WAY,27362000,17TH,AVE,,,,,1393,0,0,1,6,408655,1540,0,0,,,,
POINT (-122.394724399501 37.769802045596),4200,50381000,UNNAMED 051,0,50381000,06TH,ST,UNNAMED PRIV,0,,,1080,1,0,0,8,1006177,2485,0,0,,,,
POINT (-122.421394689444 37.764952830986),4094,24184000,16TH,ST,24184000,CALEDONIA,ST,,,,,12824,0,0,1,2,2364725,3906,2,1.69000006,,,,
POINT (-122.452068440411 37.770317694007),5152,26435000,PAGE,ST,26435000,SHRADER,ST,,,,,6170,0,1,0,11,366883,1739,0,0,,,,
POINT (-122.493631765538 37.753489712875),3178,27692000,NORIEGA,ST,27692000,35TH,AVE,,,,,253,0,0,1,3,284112,1152,0,0,,,,
POINT (-122.39892616049 37.789640215983),5837,24604000,JESSIE,ST,24604000,ECKER,ST,,,,,53387,0,0,1,7,8349439,107,0,0,,,,
POINT (-122.465190810129 37.748011648131),2815,22980000,09TH,AVE,22980000,MESA,AVE,,,,,1054,0,0,0,4,139849,887,0,0,,,,
POINT (-122.426629159788 37.767074673051),6349,25841000,DOLORES,ST,25841000,HIDALGO,TER,,,,,1732,0,0,0,2,440765,3794,0,0,,,,
POINT (-122.466248487821 37.717917109966),434,22698000,SHIELDS,ST,22698000,RAMSELL,ST,,,,,746,0,0,0,10,87427,1421,0,0,,,,
POINT (-122.406500583858 37.74896218514),2813,21120000,CESAR CHAVEZ,RAMP,21120000,HAMPSHIRE,ST,,,,,901,0,0,0,12,402499,1445,0,0,,,,
POINT (-122.41509375372 37.71165997286),51,20407000,SAWYER,ST,20407000,SUNNYDALE,AVE,,,,,1389,0,0,0,16,320260,1311,1,6.23999977,,,,
POINT (-122.487818184886 37.778025291589),4144,27552000,ANZA,ST,27552000,28TH,AVE,,,,,540,0,0,0,6,149997,2257,0,0,,,,
POINT (-122.406649010256 37.756171927478),6623,23964000,POTRERO,AVE,23964000,22ND,ST,,,,,2790,0,1,1,6,1236043,1745,0,0,,,,
POINT (-122.422396748592 37.747176856552),2653,21354000,27TH,ST,21354000,GUERRERO,ST,,,,,655,0,0,1,9,422465,2671,0,0,,,,
POINT (-122.471724710262 37.714233870636),484,22549000,FONT,BLVD,22549000,JUNIPERO SER,BLVD,,,,,365,0,0,0,13,265235,1308,0,0,,,,
POINT (-122.438259341029 37.748669441583),2757,22316000,CLIPPER,ST,22316000,DOUGLASS,ST,,,,,792,0,0,0,7,117313,1942,0,0,,,,
POINT (-122.40542231679 37.79754954025),4700,24787000,NOTTINGHAM,PL,24787000,KEARNY,ST,,,,,16228,0,0,1,12,1323532,6096,0,0,,,,
POINT (-122.433867486373 37.730333124046),1596,21790000,CAYUGA,AVE,21790000,BADGER,ST,,,,,733,0,0,0,12,214535,1135,0,0,,,,
POINT (-122.411839298665 37.734643407162),1640,21043000,CRESCENT,AVE,21043000,NEVADA,ST,,,,,1212,0,0,0,3,182006,1313,0,0,,,,
POINT (-122.50191395285 37.764365710501),4800,27805000,LINCOLN,WAY,27805000,42ND,AVE,,,,,168,0,0,0,2,365143,1016,0,0,,,,
POINT (-122.461237195669 37.798859533233),7356,51284000,MORAGA,AVE,51284000,INFANTRY,TER,,,,,81,0,0,0,21,160668,36,0,0,,,,
POINT (-122.396583978926 37.788967911423),4995,24534000,01ST,ST,24534000,NATOMA,ST,,,,,62821,0,0,1,5,4759830,279,0,0,,,,
POINT (-122.390758545831 37.721604794718),622,20447000,EGBERT,AVE,20447000,INGALLS,ST,,,,,919,0,0,0,9,290266,636,0,0,,,,
POINT (-122.46015042184 37.783141429922),6897,27246000,02ND,AVE,27246000,CLEMENT,ST,,,,,1367,0,1,0,6,1933549,2418,1,1.02999997,,,,
POINT (-122.423130196773 37.737362845678),7948,21258000,HIGHLAND,AVE,21258000,PATTON,ST,,,,,295,0,0,0,3,260164,1698,0,0,,,,
POINT (-122.460235865899 37.716597786045),356,22593000,MONTANA,ST,22593000,FAXON,AVE,,,,,371,0,0,1,15,180301,1261,0,0,,,,
POINT (-122.46188146059 37.777336739271),7465,27241000,BALBOA,ST,27241000,04TH,AVE,,,,,772,0,0,0,11,1550127,2318,0,0,,,,
POINT (-122.418234382626 37.748170631378),2712,21304000,CAPP,ST,21304000,CESAR CHAVEZ,ST,MISSION,ST,,,791,0,1,0,4,5350829,2687,8,2.99000001,,,,
POINT (-122.399435537797 37.710664798502),5367,20281000,PENINSULA,AVE,20281000,LATHROP,AVE,,,,,663,0,0,0,12,279265,498,0,0,,,,
POINT (-122.462621042732 37.714888885688),505,22498000,ORIZABA,AVE,22498000,LOBOS,ST,,,,,293,0,0,0,11,123908,1258,0,0,,,,
POINT (-122.433636802904 37.726241183373),1074,21768000,MISSION,ST,21768000,EXCELSIOR,AVE,,,,,1178,0,1,0,10,3405325,1395,4,2.3499999,,,,
POINT (-122.412608491622 37.783937522423),5402,24929000,JONES,ST,24929000,EDDY,ST,,,,,8446,0,0,1,19,32016297,12645,5,0.31,,,,
POINT (-122.472942443656 37.801804023445),5051,51350000,UPTON,AVE,51350000,RUCKMAN,AVE,,,,,4,0,0,0,2,158440,34,0,0,,,,
POINT (-122.450947759725 37.798429409735),6521,51212000,LETTERMAN,DR,51212000,LETTERMAN HO,0,,,,,322,0,0,0,10,325856,83,0,0,,,,
POINT (-122.445946988668 37.790123555429),5768,26884000,LYON,ST,26884000,WASHINGTON,ST,,,,,2289,0,0,0,5,212927,1491,0,0,,,,
POINT (-122.398597842639 37.733643790567),1693,20624000,TOPEKA,AVE,20624000,MADDUX,AVE,,,,,1239,0,0,1,49,141406,1471,0,0,,,,
POINT (-122.419118765704 37.799487220519),7348,30028000,HYDE,ST,30028000,ALLEN,ST,,,,,2358,0,0,0,5,70018,2104,0,0,,,,
POINT (-122.394200857213 37.765998946466),4785,52165000,I-280 S OFF,RAMP,52165000,I-280 SOUTHB,0,,,,,8454,1,0,0,4,411658,575,0,0,,,,
POINT (-122.422889686937 37.734374537058),1631,21817000,JUSTIN,DR,21817000,AGNON,AVE,,,,,458,0,0,0,14,206027,1463,0,0,,,,
POINT (-122.380197793986 37.732427118),1476,20087000,HUDSON,AVE,20087000,BERTHA,LN,,,,,1457,0,0,0,4,214129,1173,1,9.34000015,,,,
POINT (-122.405618818519 37.799934966961),7370,30065000,GREEN,ST,30065000,RENO,PL,,,,,512,0,0,0,2,90963,3037,0,0,,,,
POINT (-122.406733410744 37.734970278183),4924,52167000,HWY 101 SOUT,0,52167000,HWY 101 S ON,RAMP,,,,,795,0,0,0,6,267898,277,0,0,,,,
POINT (-122.4410866218 37.759696685078),3646,32941000,CASELLI,AVE,32941000,CLOVER,LN,,,,,2373,0,0,1,1,44557,2279,0,0,,,,
POINT (-122.412424961594 37.783009023913),4463,24923000,JONES,ST,24923000,TURK,ST,,,,,9751,0,0,1,6,14250997,6625,5,0.69999999,,,,
POINT (-122.409668575759 37.75845131592),6562,54168000,BRYANT,ST,54168000,BRICE,TER,,,,,2080,0,0,0,0,375076,919,0,0,,,,
POINT (-122.395596767862 37.793759506057),5124,30726000,MARKET,ST,30726000,SPEAR,ST,,,,,572,0,0,1,5,21795771,699,0,0,,,,
POINT (-122.474868153387 37.761799083688),5542,27356000,JUDAH,ST,27356000,17TH,AVE,,,,,835,0,0,0,6,222937,2318,0,0,,,,
POINT (-122.447177737228 37.756920890092),5714,32956000,PALO ALTO,AVE,32956000,TWIN PEAKS,BLVD,,,,,154,0,0,0,10,2675,1367,0,0,,,,
POINT (-122.508836398306 37.771450454681),7386,27976000,48TH,AVE,27976000,FULTON,ST,,,,,9936,0,0,0,14,393440,1403,0,0,,,,
POINT (-122.470908171308 37.712811583834),156,33471000,JUNIPERO SER,RAMP,33471000,BROTHERHOOD,WAY,,,,,2998,0,0,0,12,305993,1056,0,0,,,,
